 frameClass  mode  dx2  dy2  dxfix  dyfix  integx  integy  quality  dis  lidarf_data 
  4  0  0  0  0  0  0  0  0  0 0
  1  0  0  0  0  0  0  0  0  0 0
  1  0  0  0  0  0  0  0  0  0 0
  1  0  0  0  0  0  0  0  0  0 0
  1  0  0  0  0  0  0  0  0  0 0
  1  0  0  0  0  0  0  0  0  0 0
  1  0  0  0  0  0  0  0  0  0 0
  1  0  0  0  0  0  0  0  0  0 0
  1  0  0  0  0  0  0  0  0  0 0
  1  0  0  0  0  0  0  0  0  0 0
  1  0  0  0  0  0  0  0  0  0 0
  51  2  0  0  0  0  -1.95  5.42  255  0 0
  51  2  0  0  0  0  -1.95  5.42  255  0 0
  34  2  0  0  0  0  -1.95  5.42  255  1.82 0
  51  2  0  0  0  0  -1.95  5.42  255  1.82 0
  4  2  0  0  0  0  -1.95  5.42  255  1.82 0
  51  2  0  0  0  0  -1.95  5.42  255  1.82 0
  1  2  0  0  0  0  -1.95  5.42  255  1.82 0
  1  2  0  0  0  0  -1.95  5.42  255  1.82 0
  1  2  0  0  0  0  -1.95  5.42  255  1.82 0
  1  2  0  0  0  0  -1.95  5.42  255  1.82 0
  1  2  0  0  0  0  -1.95  5.42  255  1.82 0
  4  2  0  0  0  0  -1.95  5.42  255  1.82 0
  51  2  0  0  0  0  -1.96  5.42  255  1.82 0
  1  2  0  0  0  0  -1.96  5.42  255  1.82 0
  1  2  0  0  0  0  -1.96  5.42  255  1.82 0
  1  2  0  0  0  0  -1.96  5.42  255  1.82 0
  51  2  0  0  0  0  -1.96  5.42  255  1.82 0
  1  2  0  0  0  0  -1.96  5.42  255  1.82 0
  51  2  0  0  0  0  -1.96  5.42  255  1.82 0
  1  2  0  0  0  0  -1.96  5.42  255  1.82 0
  1  2  0  0  0  0  -1.96  5.42  255  1.82 0
  34  2  0  0  0  0  -1.96  5.42  255  1.78 0
  51  2  0  0  0  0  -1.96  5.42  255  1.78 0
  51  2  0  0  0  0  -1.96  5.42  255  1.78 0
  1  2  0  0  0  0  -1.96  5.42  255  1.78 0
  51  2  0  0  0  0  -1.96  5.42  255  1.78 0
  1  2  0  0  0  0  -1.96  5.42  255  1.78 0
